phase,t_s,error_m,est_n,est_e,truth_n,truth_e
denied,13.707,10.1144,329.935,-308.920,339.902,-307.197
denied,13.808,10.1052,331.440,-308.994,341.402,-307.296
denied,13.907,10.1004,332.822,-309.081,342.781,-307.393
denied,14.008,10.3405,334.313,-309.189,344.518,-307.519
denied,14.108,10.4033,335.687,-309.297,345.956,-307.626
denied,14.208,10.4087,337.181,-309.421,347.453,-307.740
denied,14.308,10.4532,338.573,-309.534,348.890,-307.850
denied,14.408,10.3754,340.092,-309.657,350.328,-307.960
denied,14.509,10.4113,341.494,-309.769,351.766,-308.069
denied,14.608,10.3931,343.012,-309.883,353.265,-308.180
denied,14.707,10.4611,344.437,-309.956,354.764,-308.288
denied,14.807,10.3998,346.198,-309.800,356.504,-308.410
denied,14.908,10.0603,347.939,-309.553,357.945,-308.506
denied,15.007,9.6505,349.816,-309.229,359.446,-308.602
denied,15.108,9.1637,351.786,-308.883,360.948,-308.694
denied,15.208,8.4514,353.941,-308.580,362.390,-308.779
denied,15.308,7.7799,356.068,-308.355,363.831,-308.863
denied,15.407,7.5662,357.983,-308.213,365.512,-308.961
denied,15.507,7.0695,360.005,-308.111,367.012,-309.046
denied,15.609,6.6613,361.819,-308.046,368.392,-309.124
denied,15.708,6.3574,363.589,-307.999,369.831,-309.204
denied,15.807,6.2043,365.449,-307.964,371.509,-309.295
denied,15.908,5.9879,367.132,-307.939,372.947,-309.370
denied,16.008,5.6689,368.923,-307.920,374.384,-309.441
denied,16.108,5.5025,370.552,-307.921,375.821,-309.508
denied,16.208,5.4437,372.304,-307.949,377.497,-309.581
denied,16.307,5.2938,373.900,-307.996,378.934,-309.637
denied,16.407,5.2044,375.485,-308.066,380.430,-309.690
denied,16.507,4.9333,377.187,-308.170,381.866,-309.734
denied,16.608,4.8540,378.740,-308.289,383.362,-309.772
denied,16.707,4.6607,380.401,-308.438,384.858,-309.801
denied,16.807,4.5417,381.920,-308.598,386.294,-309.820
denied,16.907,4.3216,383.545,-308.753,387.730,-309.830
denied,17.008,4.5269,385.033,-308.907,389.466,-309.827
denied,17.108,4.5037,386.516,-309.091,390.962,-309.811
denied,17.207,4.3649,388.116,-309.332,392.458,-309.782
denied,17.308,4.3047,389.592,-309.587,393.894,-309.740
denied,17.407,4.1590,391.172,-309.785,395.329,-309.684
denied,17.508,4.2240,392.612,-309.926,396.824,-309.610
denied,17.608,4.1926,394.158,-310.033,398.319,-309.518
denied,17.708,4.2291,395.573,-310.055,399.753,-309.412
denied,17.807,4.2151,397.094,-310.015,401.245,-309.285
denied,17.912,4.5607,398.488,-309.929,402.975,-309.113
denied,18.007,4.4945,399.989,-309.794,404.404,-308.953
denied,18.107,4.5496,401.365,-309.637,405.832,-308.776
denied,18.207,4.5516,402.848,-309.437,407.317,-308.575
denied,18.307,4.6727,404.209,-309.228,408.801,-308.359
denied,18.408,4.6232,405.677,-308.980,410.222,-308.136
denied,18.508,4.7532,407.023,-308.733,411.701,-307.891
denied,18.607,4.8400,408.349,-308.472,413.117,-307.643
denied,18.707,4.9992,409.661,-308.200,414.591,-307.371
denied,18.807,5.2370,411.069,-307.893,416.239,-307.054
denied,18.907,5.3442,412.369,-307.596,417.649,-306.770
denied,19.007,5.2803,413.774,-307.262,418.998,-306.490
denied,19.107,5.3869,415.070,-306.943,420.404,-306.188
denied,19.208,5.4424,416.706,-306.533,422.101,-305.813
denied,19.307,5.5513,417.996,-306.196,423.503,-305.493
denied,19.407,5.6686,419.276,-305.851,424.903,-305.167
denied,19.507,5.6608,420.677,-305.465,426.302,-304.833
denied,19.609,5.9459,422.080,-305.071,427.991,-304.422
denied,19.708,6.0997,423.378,-304.700,429.444,-304.060
denied,19.808,5.9510,424.681,-304.321,430.606,-303.767
denied,19.908,6.2195,426.096,-303.903,432.289,-303.335
denied,20.008,6.2979,427.480,-303.650,433.739,-302.957
denied,20.108,6.1203,429.085,-303.547,435.130,-302.589
denied,20.207,6.0322,430.635,-303.543,436.520,-302.218
denied,20.307,5.8149,432.362,-303.586,437.909,-301.841
denied,20.407,5.8142,433.965,-303.620,439.355,-301.441
denied,20.508,5.9030,435.693,-303.625,440.972,-300.982
denied,20.608,5.9067,437.284,-303.605,442.356,-300.577
denied,20.707,5.7755,439.007,-303.572,443.679,-300.178
denied,20.807,5.9017,440.571,-303.495,445.115,-299.729
denied,20.907,5.8787,442.189,-303.293,446.490,-299.285
denied,21.007,6.0129,443.631,-303.022,447.918,-298.806
denied,21.107,6.2581,445.147,-302.658,449.569,-298.229
denied,21.208,6.3837,446.515,-302.271,450.986,-297.714
denied,21.309,6.4518,447.859,-301.845,452.343,-297.206
denied,21.408,6.5198,449.183,-301.391,453.694,-296.683
denied,21.509,6.7005,450.599,-300.867,455.265,-296.058
denied,21.608,6.7654,451.891,-300.361,456.606,-295.510
denied,21.707,6.7236,453.280,-299.794,457.943,-294.951
denied,21.807,6.8389,454.556,-299.254,459.332,-294.359
denied,21.908,6.9423,455.832,-298.691,460.717,-293.758
denied,22.011,6.9264,457.108,-298.113,461.988,-293.198
denied,22.108,6.9687,458.483,-297.474,463.421,-292.557
denied,22.208,7.1226,459.853,-296.824,464.960,-291.859
denied,22.307,6.9306,461.115,-296.216,466.057,-291.357
denied,22.408,7.1336,462.484,-295.547,467.645,-290.623
denied,22.508,7.1585,463.748,-294.921,468.958,-290.012
denied,22.607,7.2359,465.015,-294.289,470.323,-289.372
denied,22.707,7.1949,466.388,-293.597,471.686,-288.729
denied,22.807,7.2648,467.655,-292.952,473.048,-288.084
denied,22.907,7.1967,469.094,-292.290,474.409,-287.438
denied,23.011,7.0637,470.554,-291.640,475.715,-286.816
denied,23.110,7.0275,471.931,-291.041,477.020,-286.194
denied,23.208,7.1938,473.323,-290.419,478.541,-285.468
denied,23.308,6.9942,474.890,-289.700,479.899,-284.818
denied,23.408,6.7542,476.361,-288.984,481.149,-284.220
denied,23.507,6.3969,477.967,-288.156,482.452,-283.595
denied,23.607,6.1496,479.442,-287.352,483.755,-282.969
denied,23.708,6.0429,481.026,-286.453,485.330,-282.212
denied,23.808,5.8548,482.467,-285.616,486.688,-281.559
denied,23.907,5.5495,484.004,-284.709,488.046,-280.907
denied,24.007,5.3376,485.400,-283.872,489.350,-280.282
denied,24.108,5.0708,486.885,-282.963,490.710,-279.633
denied,24.208,4.8882,488.237,-282.114,492.016,-279.012
denied,24.308,4.6445,489.683,-281.183,493.377,-278.369
denied,24.407,4.4975,490.999,-280.330,494.686,-277.754
denied,24.508,4.5483,492.410,-279.425,496.269,-277.017
denied,24.608,4.4585,493.703,-278.612,497.580,-276.411
denied,24.707,4.2732,495.100,-277.778,498.894,-275.811
denied,24.808,4.2979,496.391,-277.052,500.265,-275.190
denied,24.907,4.2171,497.790,-276.302,501.638,-274.576
denied,25.008,4.2088,499.084,-275.635,502.958,-273.991
denied,25.108,4.0873,500.487,-274.931,504.281,-273.411
denied,25.207,4.1508,501.785,-274.296,505.661,-272.811
denied,25.309,4.0977,503.192,-273.618,507.043,-272.217
denied,25.408,4.1662,504.494,-273.000,508.427,-271.626
denied,25.507,4.0566,505.906,-272.337,509.757,-271.062
denied,25.607,4.3123,507.205,-271.731,511.310,-270.408
denied,25.708,4.2839,508.602,-271.082,512.698,-269.827
denied,25.808,4.3217,509.885,-270.488,514.032,-269.271
denied,25.907,4.2457,511.274,-269.846,515.367,-268.717
denied,26.007,4.2886,512.555,-269.252,516.703,-268.164
denied,26.107,4.3923,513.835,-268.659,518.095,-267.589
denied,26.207,4.6218,515.221,-268.016,519.712,-266.922
denied,26.308,4.6736,516.495,-267.419,521.050,-266.371
denied,26.408,4.6160,517.873,-266.777,522.389,-265.820
denied,26.507,4.6142,519.145,-266.181,523.672,-265.292
denied,26.608,4.7241,520.418,-265.553,525.068,-264.717
denied,26.707,4.9935,521.699,-264.850,526.632,-264.073
denied,26.807,4.9536,523.104,-264.039,528.028,-263.497
denied,26.907,5.0104,524.426,-263.269,529.424,-262.920
denied,27.008,4.8970,525.869,-262.455,530.765,-262.366
denied,27.107,4.9546,527.207,-261.725,532.161,-261.789
denied,27.208,4.9999,528.674,-260.954,533.670,-261.166
denied,27.307,4.9262,530.043,-260.261,534.955,-260.636
denied,27.408,4.8008,531.528,-259.523,536.296,-260.083
denied,27.507,4.7847,532.902,-258.850,537.638,-259.530
denied,27.608,4.7629,534.565,-258.054,539.259,-258.863
denied,27.707,4.7388,535.948,-257.403,540.600,-258.310
denied,27.807,4.6074,537.455,-256.704,541.940,-257.756
denied,27.908,4.5719,538.849,-256.076,543.281,-257.201
denied,28.009,4.4316,540.364,-255.409,544.620,-256.644
denied,28.108,4.4420,541.755,-254.802,546.015,-256.062
denied,28.207,4.4866,543.266,-254.162,547.576,-255.407
denied,28.308,4.4327,544.661,-253.589,548.913,-254.842
denied,28.407,4.2665,546.182,-252.984,550.249,-254.274
denied,28.508,4.1848,547.591,-252.445,551.583,-253.702
denied,28.607,4.2257,549.119,-251.880,553.192,-253.004
denied,28.707,4.1828,550.523,-251.368,554.577,-252.396
denied,28.808,3.9732,552.052,-250.835,555.905,-251.807
denied,28.908,3.7400,553.595,-250.332,557.230,-251.211
denied,29.007,3.7633,554.902,-249.921,558.606,-250.583
denied,29.108,3.5627,556.450,-249.462,559.980,-249.946
denied,29.208,3.4784,557.879,-249.049,561.349,-249.299
denied,29.307,3.3051,559.409,-248.573,562.713,-248.642
denied,29.407,3.1966,560.769,-248.087,563.965,-248.028
denied,29.507,3.2956,562.193,-247.482,565.482,-247.266
denied,29.607,3.2995,563.488,-246.871,566.776,-246.600
denied,29.707,3.2588,564.872,-246.166,568.119,-245.894
denied,29.807,3.2249,566.134,-245.483,569.349,-245.233
denied,29.908,3.4213,567.488,-244.715,570.893,-244.385
denied,30.008,3.5097,568.725,-243.985,572.217,-243.642
denied,30.107,3.4939,570.054,-243.175,573.536,-242.888
denied,30.208,3.5353,571.271,-242.411,574.797,-242.154
denied,30.307,3.5297,572.580,-241.570,576.105,-241.381
denied,30.408,3.6321,573.780,-240.784,577.408,-240.600
denied,30.508,3.6375,575.070,-239.922,578.705,-239.810
denied,30.607,3.6424,576.253,-239.118,579.896,-239.077
denied,30.707,3.6557,577.529,-238.237,581.185,-238.274
denied,30.809,3.7175,578.702,-237.417,582.418,-237.497
denied,30.908,3.7356,579.967,-236.521,583.699,-236.681
denied,31.007,4.0469,581.134,-235.686,585.180,-235.729
denied,31.108,4.0621,582.393,-234.775,586.453,-234.902
denied,31.208,4.1231,583.553,-233.929,587.672,-234.105
denied,31.309,4.1410,584.806,-233.007,588.939,-233.270
denied,31.408,4.2057,585.958,-232.153,590.152,-232.465
denied,31.507,4.2316,587.200,-231.225,591.413,-231.622
denied,31.608,4.3012,588.342,-230.366,592.621,-230.811
denied,31.707,4.1683,589.685,-229.527,593.826,-229.996
denied,31.808,4.1996,590.902,-228.729,595.081,-229.145
denied,31.908,4.0394,592.308,-227.951,596.333,-228.291
denied,32.008,3.8650,593.719,-227.338,597.583,-227.433
denied,32.107,3.7396,595.300,-226.694,599.030,-226.433
denied,32.207,3.5407,596.777,-226.119,600.274,-225.566
denied,32.307,3.2138,598.338,-225.469,601.465,-224.727
denied,32.407,3.1263,599.730,-224.820,602.700,-223.845
denied,32.509,2.9341,601.229,-224.100,603.930,-222.954
denied,32.607,2.8619,602.547,-223.375,605.103,-222.089
denied,32.708,2.9433,603.909,-222.528,606.464,-221.067
denied,32.807,2.9301,605.120,-221.703,607.623,-220.180
denied,32.907,2.8697,606.393,-220.773,608.823,-219.246
denied,33.008,2.8192,607.539,-219.887,609.919,-218.377
denied,33.108,2.6560,608.756,-218.905,611.010,-217.500
denied,33.207,2.7385,609.860,-217.981,612.188,-216.538
denied,33.308,2.9479,611.040,-216.964,613.546,-215.412
denied,33.408,3.0374,612.117,-216.015,614.711,-214.433
denied,33.507,3.0093,613.275,-214.972,615.869,-213.448
denied,33.607,2.9733,614.340,-213.995,616.930,-212.536
denied,33.708,2.9372,615.488,-212.924,618.079,-211.540
denied,33.807,2.9575,616.544,-211.926,619.178,-210.580
denied,33.908,2.9194,617.685,-210.837,620.318,-209.576
denied,34.008,3.1666,618.738,-209.821,621.591,-208.447
denied,34.109,3.1234,619.875,-208.715,622.724,-207.435
denied,34.207,3.1416,620.919,-207.694,623.809,-206.462
denied,34.309,2.8321,622.270,-206.559,624.892,-205.487
denied,34.407,2.4449,623.668,-205.486,625.927,-204.551
denied,34.508,2.2580,625.245,-204.317,627.275,-203.328
denied,34.608,1.8875,626.690,-203.244,628.351,-202.347
denied,34.707,1.3713,628.274,-201.996,629.469,-201.323
denied,34.808,0.8774,629.772,-200.763,630.539,-200.337
denied,34.908,0.5641,631.121,-199.637,631.605,-199.346
denied,35.008,0.3637,632.420,-198.529,632.711,-198.311
denied,35.107,0.0894,633.856,-197.294,633.769,-197.312
denied,35.208,0.3841,635.169,-196.145,634.822,-196.310
denied,35.308,0.4993,636.568,-194.948,636.090,-195.093
denied,35.407,0.6573,637.812,-193.864,637.179,-194.039
denied,35.508,0.9460,639.108,-192.701,638.219,-193.024
denied,35.608,1.0738,640.262,-191.628,639.256,-192.004
denied,35.707,1.3236,641.517,-190.489,640.288,-190.980
denied,35.807,1.4341,642.660,-189.451,641.316,-189.952
denied,35.908,1.2463,643.761,-188.401,642.553,-188.705
denied,36.007,1.3747,644.945,-187.283,643.614,-187.626
denied,36.107,1.4076,646.057,-186.294,644.671,-186.543
denied,36.207,1.5803,647.236,-185.212,645.682,-185.499
denied,36.308,1.5768,648.293,-184.192,646.731,-184.408
denied,36.407,1.6310,649.355,-183.173,647.734,-183.357
denied,36.507,1.7895,650.505,-182.053,648.733,-182.303
denied,36.608,1.8684,651.586,-181.037,649.729,-181.244
denied,36.707,2.0077,652.760,-179.944,650.762,-180.138
denied,36.807,1.8574,653.812,-178.910,651.956,-178.850
denied,36.908,1.9442,654.924,-177.766,652.980,-177.736
denied,37.007,1.9463,655.944,-176.722,654.001,-176.617
denied,37.107,2.0707,657.046,-175.612,654.976,-175.540
denied,37.207,2.1140,658.058,-174.601,655.948,-174.459
denied,37.308,2.1970,659.146,-173.513,656.957,-173.330
denied,37.410,2.2374,660.144,-172.503,657.922,-172.243
denied,37.507,2.3062,661.211,-171.391,658.922,-171.107
denied,37.608,2.2969,662.184,-170.353,659.919,-169.968
denied,37.707,2.3437,663.224,-169.208,660.912,-168.826
denied,37.808,2.3296,664.182,-168.153,661.901,-167.680
denied,37.907,2.2912,665.212,-167.008,663.004,-166.394
denied,38.009,2.3066,666.156,-165.949,663.946,-165.288
denied,38.108,2.3455,667.170,-164.808,664.924,-164.134
denied,38.207,2.3794,668.099,-163.755,665.820,-163.070
denied,38.307,2.3412,669.097,-162.602,666.908,-161.771
denied,38.408,2.3245,670.010,-161.530,667.876,-160.610
denied,38.507,2.3373,670.988,-160.368,668.841,-159.445
denied,38.609,2.3307,671.886,-159.293,669.765,-158.326
denied,38.708,2.3325,672.848,-158.123,670.725,-157.157
denied,38.808,2.3132,673.729,-157.035,671.644,-156.033
denied,38.907,2.3305,674.676,-155.848,672.523,-154.955
denied,39.009,2.2348,675.544,-154.746,673.629,-153.593
denied,39.107,2.2236,676.474,-153.543,674.504,-152.511
denied,39.208,2.1734,677.322,-152.426,675.416,-151.381
denied,39.307,2.0978,678.232,-151.211,676.478,-150.061
denied,39.408,2.0292,679.061,-150.081,677.425,-148.881
denied,39.508,1.9618,679.888,-148.943,678.332,-147.748
denied,39.607,1.8986,680.786,-147.706,679.201,-146.661
denied,39.707,1.8166,681.605,-146.555,680.108,-145.527
