phase,t_s,t_unix,error_m,est_n,est_e,truth_n,truth_e
denied,172.832,1789657673.419,7.1324,367.582,318.134,362.951,323.559
denied,172.932,1789657673.519,6.8249,366.052,319.079,362.182,324.701
denied,173.032,1789657673.619,6.7835,364.825,320.050,361.397,325.904
denied,173.132,1789657673.719,6.7150,363.637,321.180,360.597,327.167
denied,173.233,1789657673.820,6.7779,362.629,322.276,359.815,328.442
denied,173.333,1789657673.920,6.6661,361.609,323.507,359.082,329.676
denied,173.433,1789657674.019,6.9658,360.708,324.672,358.216,331.177
denied,173.532,1789657674.119,6.8487,359.765,325.960,357.513,332.428
denied,173.633,1789657674.220,6.9053,358.913,327.165,356.794,333.737
denied,173.733,1789657674.320,6.8428,358.004,328.484,356.086,335.052
denied,173.833,1789657674.420,6.9343,357.181,329.675,355.386,336.374
denied,173.934,1789657674.521,6.8881,356.299,330.941,354.722,337.646
denied,174.033,1789657674.620,6.9750,355.500,332.097,354.063,338.923
denied,174.133,1789657674.720,6.9748,354.639,333.337,353.409,340.203
denied,174.232,1789657674.819,7.3746,353.852,334.481,352.624,341.753
denied,174.333,1789657674.920,7.4456,353.007,335.722,351.950,343.092
denied,174.432,1789657675.019,7.6356,352.237,336.858,351.279,344.433
denied,174.532,1789657675.119,7.7304,351.410,338.087,350.610,345.776
denied,174.633,1789657675.220,7.8221,350.655,339.218,349.995,347.012
denied,174.732,1789657675.319,7.9283,349.845,340.446,349.327,348.357
denied,174.833,1789657675.420,8.0787,349.101,341.581,348.686,349.649
denied,174.934,1789657675.521,8.1899,348.305,342.810,348.017,350.995
denied,175.032,1789657675.619,8.5625,347.575,343.945,347.266,352.502
denied,175.134,1789657675.721,8.5584,346.789,345.183,346.647,353.741
denied,175.232,1789657675.819,8.7563,346.068,346.330,345.972,355.086
denied,175.332,1789657675.919,8.8543,345.291,347.576,345.293,356.430
denied,175.433,1789657676.019,8.9945,344.580,348.725,344.638,357.720
denied,175.533,1789657676.120,9.0845,343.813,349.978,343.951,359.061
denied,175.632,1789657676.219,9.2119,343.107,351.137,343.286,360.347
denied,175.733,1789657676.320,9.4972,342.343,352.402,342.477,361.898
denied,175.832,1789657676.419,9.6581,341.638,353.575,341.772,363.232
denied,175.933,1789657676.520,9.6656,340.876,354.846,341.089,364.509
denied,176.033,1789657676.620,9.7683,340.179,356.017,340.399,365.783
denied,176.142,1789657676.729,9.9816,339.422,357.284,339.585,367.264
denied,176.241,1789657676.828,10.0244,338.727,358.454,338.909,368.476
denied,176.341,1789657676.928,10.0203,337.973,359.719,338.195,369.737
denied,176.441,1789657677.028,10.1610,337.279,360.886,337.442,371.045
denied,176.541,1789657677.128,10.2023,336.528,362.147,336.679,372.348
denied,176.641,1789657677.228,10.3355,335.834,363.310,335.906,373.645
denied,176.741,1789657677.328,10.3169,335.081,364.568,335.154,374.885
denied,176.841,1789657677.428,10.3921,334.381,365.726,334.391,376.118
denied,176.942,1789657677.528,10.6196,333.625,366.983,333.455,377.601
denied,177.041,1789657677.628,10.6832,332.916,368.140,332.668,378.821
denied,177.141,1789657677.728,10.5915,332.145,369.394,331.903,379.983
denied,177.241,1789657677.828,10.8557,331.432,370.544,330.957,381.389
denied,177.341,1789657677.928,10.8192,330.658,371.779,330.134,382.586
denied,177.441,1789657678.028,10.9247,329.938,372.920,329.264,383.824
denied,177.541,1789657678.128,10.8801,329.142,374.148,328.415,385.004
denied,177.642,1789657678.229,10.9857,328.411,375.275,327.518,386.224
denied,177.742,1789657678.329,10.9456,327.610,376.483,326.645,387.386
denied,177.842,1789657678.429,11.0049,326.865,377.590,325.758,388.539
denied,177.941,1789657678.528,11.2283,326.051,378.776,324.670,389.919
denied,178.041,1789657678.628,11.2921,325.287,379.864,323.755,391.051
denied,178.143,1789657678.730,11.3117,324.453,381.031,322.788,392.220
denied,178.241,1789657678.828,11.3300,323.669,382.096,321.886,393.285
denied,178.341,1789657678.928,11.4536,322.884,383.153,320.893,394.432
denied,178.441,1789657679.028,11.4309,322.015,384.284,319.926,395.522
denied,178.541,1789657679.128,11.7686,321.200,385.317,318.741,396.826
denied,178.642,1789657679.229,11.7975,320.379,386.339,317.788,397.848
denied,178.741,1789657679.328,11.7821,319.470,387.433,316.782,398.904
denied,178.841,1789657679.428,12.1289,318.609,388.429,315.550,400.165
denied,178.941,1789657679.528,11.9128,317.663,389.490,314.690,401.025
denied,179.041,1789657679.628,12.0555,316.777,390.459,313.604,402.089
denied,179.142,1789657679.729,12.2043,315.874,391.411,312.506,403.141
denied,179.241,1789657679.828,12.4706,314.883,392.426,311.217,404.345
denied,179.341,1789657679.928,12.4785,313.883,393.426,310.140,405.330
denied,179.441,1789657680.028,12.6402,312.938,394.330,309.007,406.343
denied,179.541,1789657680.128,12.6579,311.911,395.297,307.909,407.305
denied,179.641,1789657680.228,12.7722,310.939,396.173,306.802,408.257
denied,179.741,1789657680.328,13.0055,309.867,397.103,305.499,409.353
denied,179.842,1789657680.429,13.1258,308.861,397.948,304.373,410.282
denied,179.941,1789657680.528,13.1535,307.757,398.848,303.239,411.201
denied,180.042,1789657680.629,13.3320,306.720,399.661,302.049,412.147
denied,180.142,1789657680.729,13.5739,305.583,400.528,300.707,413.195
denied,180.241,1789657680.828,13.7018,304.519,401.315,299.550,414.084
denied,180.341,1789657680.928,13.8327,303.436,402.085,298.386,414.963
denied,180.442,1789657681.029,13.8731,302.258,402.910,297.217,415.834
denied,180.541,1789657681.128,14.0577,301.156,403.658,295.992,416.733
denied,180.641,1789657681.228,14.1034,299.952,404.455,294.812,417.588
denied,180.742,1789657681.329,14.2917,298.836,405.182,293.577,418.471
denied,180.841,1789657681.428,14.5427,297.614,405.958,292.188,419.451
denied,180.941,1789657681.528,14.6822,296.476,406.664,290.994,420.284
denied,181.041,1789657681.628,14.7820,295.234,407.421,289.745,421.146
denied,181.141,1789657681.728,14.9235,294.093,408.114,288.543,421.967
denied,181.241,1789657681.828,14.0632,293.143,410.032,287.287,422.818
denied,181.341,1789657681.928,12.9437,292.403,412.275,286.129,423.597
denied,181.441,1789657682.028,11.4885,291.539,415.086,284.868,424.439
denied,181.542,1789657682.128,10.5496,290.647,417.744,283.394,425.405
denied,181.641,1789657682.228,8.9191,289.487,420.994,282.214,426.157
denied,181.741,1789657682.328,7.9211,288.331,424.002,280.969,426.925
denied,181.841,1789657682.428,7.4328,287.063,426.609,279.707,427.672
denied,181.941,1789657682.528,7.5316,285.902,428.483,278.371,428.423
denied,182.041,1789657682.628,7.9019,284.649,430.095,276.792,429.254
denied,182.141,1789657682.728,8.1523,283.496,431.296,275.463,429.907
denied,182.241,1789657682.828,8.3387,282.249,432.368,274.115,430.528
denied,182.357,1789657682.944,8.8583,281.103,433.193,272.464,431.234
denied,182.451,1789657683.038,8.8958,279.865,433.954,271.255,431.717
denied,182.552,1789657683.139,9.2165,278.729,434.558,269.804,432.261
denied,182.651,1789657683.238,9.4924,277.601,435.087,268.400,432.753
denied,182.752,1789657683.339,9.6866,276.380,435.586,266.987,433.218
denied,182.851,1789657683.438,10.1253,275.203,435.980,265.331,433.729
denied,182.952,1789657683.539,10.2009,273.868,436.337,263.906,434.142
denied,183.052,1789657683.638,10.3328,272.597,436.618,262.477,434.534
denied,183.151,1789657683.738,10.5585,271.307,436.867,260.926,434.937
denied,183.251,1789657683.838,10.4285,269.637,437.169,259.374,435.322
denied,183.351,1789657683.938,10.5625,268.308,437.354,257.880,435.677
denied,183.456,1789657684.042,10.6475,266.865,437.547,256.326,436.032
denied,183.556,1789657684.142,10.7167,265.527,437.673,254.893,436.350
denied,183.656,1789657684.243,10.6246,264.081,437.810,253.520,436.647
denied,183.757,1789657684.344,10.6935,262.736,437.939,252.088,436.952
denied,183.856,1789657684.443,10.9433,261.278,438.080,250.361,437.315
denied,183.957,1789657684.544,10.6135,259.385,439.101,248.874,437.625
denied,184.056,1789657684.643,10.4149,257.713,439.996,247.509,437.911
denied,184.157,1789657684.744,10.3534,256.186,440.719,246.144,438.197
denied,184.255,1789657684.842,10.6022,254.649,441.367,244.426,438.556
denied,184.355,1789657684.942,10.5380,253.025,441.942,242.946,438.864
denied,184.457,1789657685.043,9.9404,250.878,442.524,241.525,439.158
denied,184.556,1789657685.143,9.5863,248.956,442.997,240.045,439.462
denied,184.655,1789657685.242,9.1773,247.079,443.448,238.684,439.741
denied,184.755,1789657685.342,8.9229,245.317,443.760,237.204,440.045
denied,184.856,1789657685.443,8.4033,243.357,443.979,235.783,440.339
denied,184.956,1789657685.543,8.1055,241.415,444.115,234.066,440.696
denied,185.056,1789657685.643,7.8302,239.724,444.227,232.586,441.008
denied,185.155,1789657685.742,7.5944,238.132,444.339,231.166,441.313
denied,185.255,1789657685.842,7.3107,236.488,444.456,229.748,441.626
denied,185.356,1789657685.943,7.1241,234.985,444.489,228.330,441.947
denied,185.455,1789657686.042,6.9123,233.400,444.513,226.855,442.292
denied,185.556,1789657686.143,6.8046,231.938,444.468,225.382,442.647
denied,185.656,1789657686.242,6.6521,230.401,444.473,223.910,443.015
denied,185.755,1789657686.342,6.6743,229.019,444.531,222.442,443.397
denied,185.856,1789657686.442,6.6603,227.574,444.707,220.977,443.793
denied,185.955,1789657686.542,6.7437,226.275,444.949,219.574,444.188
denied,186.055,1789657686.642,6.8060,224.890,445.279,218.117,444.615
denied,186.156,1789657686.743,7.2141,223.628,445.634,216.431,445.129
denied,186.255,1789657686.842,7.2454,222.270,446.061,215.041,445.570
denied,186.356,1789657686.942,7.4390,221.023,446.488,213.598,446.043
denied,186.456,1789657687.043,7.4749,219.676,446.980,212.216,446.509
denied,186.556,1789657687.142,7.6107,218.435,447.457,210.838,446.986
denied,186.656,1789657687.243,7.7450,217.194,447.951,209.464,447.473
denied,186.755,1789657687.342,7.8034,215.823,448.501,208.036,447.989
denied,186.856,1789657687.442,8.1694,214.542,449.021,206.383,448.599
denied,186.956,1789657687.542,7.7889,212.807,449.024,205.018,449.112
denied,187.055,1789657687.642,7.7205,211.305,449.183,203.598,449.652
denied,187.156,1789657687.743,7.5496,209.755,449.476,202.238,450.178
denied,187.256,1789657687.843,7.5454,208.376,449.834,200.882,450.713
denied,187.355,1789657687.942,7.4579,206.925,450.293,199.530,451.257
denied,187.455,1789657688.042,7.5612,205.612,450.769,198.126,451.835
denied,187.556,1789657688.142,7.7983,204.211,451.328,196.504,452.517
denied,187.655,1789657688.242,7.9186,202.931,451.876,195.110,453.115
denied,187.756,1789657688.343,7.8715,201.556,452.496,193.777,453.697
denied,187.856,1789657688.443,7.8787,200.293,453.088,192.502,454.261
denied,187.956,1789657688.543,7.8116,198.906,453.741,191.174,454.854
denied,188.056,1789657688.643,8.1470,197.627,454.352,189.573,455.578
denied,188.156,1789657688.743,8.0071,196.232,455.025,188.305,456.155
denied,188.256,1789657688.842,8.0409,194.947,455.644,186.984,456.761
denied,188.356,1789657688.943,7.8324,193.332,456.092,185.608,457.394
denied,188.456,1789657689.042,7.5255,191.542,456.234,184.234,458.029
denied,188.556,1789657689.143,6.8668,189.319,456.159,182.915,458.639
denied,188.656,1789657689.243,6.5239,187.270,456.151,181.543,459.276
denied,188.755,1789657689.342,6.1040,185.001,456.182,180.174,459.919
denied,188.856,1789657689.443,6.2109,183.025,456.324,178.593,460.675
denied,188.956,1789657689.543,6.0649,180.982,456.569,177.237,461.339
denied,189.056,1789657689.643,6.1248,179.273,456.911,175.889,462.017
denied,189.156,1789657689.743,6.0687,177.557,457.378,174.603,462.680
denied,189.256,1789657689.843,6.1729,176.063,457.878,173.272,463.384
denied,189.355,1789657689.942,6.1332,174.511,458.476,172.002,464.072
denied,189.456,1789657690.043,6.1815,173.125,459.069,170.739,464.771
denied,189.555,1789657690.142,6.1317,171.653,459.745,169.483,465.480
denied,189.655,1789657690.242,6.3989,170.316,460.394,167.973,466.348
denied,189.756,1789657690.343,6.3346,168.883,461.117,166.728,467.074
denied,189.855,1789657690.442,6.3574,167.569,461.798,165.488,467.805
denied,189.955,1789657690.542,6.3083,166.175,462.533,164.251,468.541
denied,190.056,1789657690.643,6.5005,164.804,463.263,162.760,469.434
denied,190.162,1789657690.748,6.5617,163.662,463.874,161.630,470.113
denied,190.261,1789657690.848,6.6016,162.328,464.589,160.347,470.887
denied,190.361,1789657690.948,6.7377,161.112,465.242,159.064,471.661
denied,190.461,1789657691.048,6.8327,159.901,465.892,157.832,472.404
denied,190.561,1789657691.148,6.8953,158.593,466.593,156.547,473.177
denied,190.662,1789657691.249,6.9919,157.384,467.241,155.311,473.918
denied,190.761,1789657691.348,7.1827,156.030,467.978,153.817,474.811
denied,190.862,1789657691.449,7.2184,154.766,468.668,152.577,475.547
denied,190.961,1789657691.548,7.2168,153.398,469.410,151.285,476.310
denied,191.065,1789657691.652,7.2160,152.136,470.088,150.093,477.009
denied,191.166,1789657691.752,7.1793,150.770,470.817,148.846,477.734
denied,191.266,1789657691.852,7.4439,149.510,471.483,147.337,478.603
denied,191.366,1789657691.953,7.4538,148.144,472.197,146.031,479.345
denied,191.466,1789657692.053,7.5054,146.886,472.849,144.775,480.052
denied,191.568,1789657692.155,7.5165,145.628,473.494,143.568,480.723
denied,191.667,1789657692.254,7.7040,144.266,474.183,142.042,481.559
denied,191.766,1789657692.353,7.5656,142.742,474.938,140.775,482.244
denied,191.867,1789657692.454,7.6436,141.512,475.545,139.505,482.920
denied,191.965,1789657692.552,7.6693,140.207,476.178,138.231,483.589
denied,192.067,1789657692.654,7.5926,139.091,477.007,136.899,484.277
denied,192.166,1789657692.753,7.1936,137.940,478.166,135.563,484.956
denied,192.265,1789657692.852,6.5633,136.976,479.618,134.277,485.600
denied,192.366,1789657692.953,5.7080,135.980,481.376,132.985,486.235
denied,192.466,1789657693.053,5.1441,135.065,483.052,131.632,486.882
denied,192.570,1789657693.157,4.7489,134.072,484.978,130.104,487.587
denied,192.670,1789657693.257,4.6752,133.066,486.452,128.727,488.192
denied,192.772,1789657693.359,4.5556,131.897,487.750,127.447,488.725
denied,192.871,1789657693.458,4.6956,130.765,488.739,126.098,489.254
denied,192.971,1789657693.558,4.8232,129.498,489.636,124.677,489.773
denied,193.071,1789657693.658,5.2969,128.308,490.339,123.011,490.332
denied,193.171,1789657693.758,5.4851,127.101,490.946,121.619,490.760
denied,193.271,1789657693.858,5.6224,125.888,491.476,120.276,491.141
denied,193.371,1789657693.958,5.7831,124.571,491.978,118.806,491.523
denied,193.479,1789657694.066,6.0457,123.353,492.386,117.329,491.873
denied,193.579,1789657694.166,6.3178,122.140,492.739,115.846,492.192
denied,193.680,1789657694.267,6.4148,120.804,493.073,114.417,492.472
denied,193.779,1789657694.366,6.6523,119.551,493.335,112.926,492.737
denied,193.880,1789657694.467,7.0068,118.176,493.582,111.192,493.013
denied,193.981,1789657694.567,7.0567,116.789,493.797,109.756,493.219
denied,194.079,1789657694.666,7.1409,115.377,493.980,108.259,493.413
denied,194.181,1789657694.767,7.1686,113.969,494.136,106.822,493.581
denied,194.280,1789657694.867,7.2982,112.664,494.259,105.384,493.733
denied,194.380,1789657694.967,7.5508,111.244,494.365,103.708,493.892
denied,194.479,1789657695.066,7.7321,109.932,494.446,102.211,494.019
denied,194.579,1789657695.166,7.7365,108.502,494.522,100.775,494.129
denied,194.679,1789657695.266,7.8391,107.171,494.570,99.339,494.229
denied,194.779,1789657695.366,7.7739,105.732,494.614,97.964,494.316
denied,194.879,1789657695.466,7.9360,104.401,494.651,96.469,494.402
denied,194.979,1789657695.566,8.1608,102.954,494.671,94.795,494.490
denied,195.079,1789657695.666,8.2483,101.608,494.683,93.360,494.559
denied,195.179,1789657695.766,8.2248,100.151,494.697,91.926,494.622
denied,195.279,1789657695.866,8.5449,98.798,494.694,90.253,494.691
denied,195.379,1789657695.966,8.5659,97.445,494.694,88.880,494.744
denied,195.480,1789657696.067,8.5412,95.987,494.700,87.446,494.797
denied,195.580,1789657696.167,8.6280,94.640,494.698,86.013,494.848
denied,195.679,1789657696.266,8.9069,93.186,494.705,84.281,494.908
denied,195.779,1789657696.366,8.9811,91.767,494.758,82.788,494.959
denied,195.880,1789657696.467,8.5769,89.932,495.032,81.355,495.008
denied,195.980,1789657696.567,8.0209,87.935,495.399,79.921,495.058
denied,196.080,1789657696.666,7.3060,85.705,495.758,78.428,495.110
denied,196.179,1789657696.766,6.6532,83.651,496.015,77.054,495.158
denied,196.279,1789657696.866,6.2008,81.440,496.219,75.321,495.216
denied,196.381,1789657696.968,5.6107,79.449,496.352,73.946,495.260
denied,196.484,1789657697.071,4.9003,77.213,496.463,72.451,495.305
denied,196.579,1789657697.166,4.5991,75.521,496.523,71.076,495.345
denied,196.680,1789657697.266,4.3646,73.602,496.579,69.401,495.392
denied,196.779,1789657697.366,4.0831,71.875,496.610,67.966,495.431
denied,196.879,1789657697.466,3.6400,70.042,496.624,66.591,495.467
denied,196.980,1789657697.566,3.4946,68.403,496.635,65.095,495.505
denied,197.079,1789657697.666,3.4717,66.658,496.638,63.361,495.550
denied,197.179,1789657697.766,3.3819,65.081,496.639,61.866,495.589
denied,197.279,1789657697.866,3.1638,63.426,496.645,60.431,495.627
denied,197.386,1789657697.973,3.0012,61.945,496.663,59.116,495.662
denied,197.486,1789657698.073,3.2486,60.484,496.673,57.382,495.709
denied,197.597,1789657698.183,3.0465,58.912,496.669,56.008,495.748
denied,197.695,1789657698.282,3.0284,57.473,496.664,54.574,495.790
denied,197.794,1789657698.381,3.0257,56.049,496.666,53.140,495.833
denied,197.895,1789657698.481,3.1402,54.509,496.668,51.468,495.885
denied,197.995,1789657698.581,3.1479,53.095,496.672,50.036,495.931
denied,198.095,1789657698.682,3.0491,51.571,496.682,48.604,495.979
denied,198.194,1789657698.781,3.0865,50.180,496.719,47.172,496.028
denied,198.295,1789657698.882,3.0858,48.687,496.782,45.682,496.081
denied,198.395,1789657698.982,3.4375,47.316,496.856,43.953,496.144
denied,198.494,1789657699.081,3.4557,45.837,496.951,42.464,496.201
denied,198.594,1789657699.181,3.5313,44.475,497.047,41.034,496.256
denied,198.694,1789657699.281,3.4454,43.002,497.159,39.663,496.310
denied,198.794,1789657699.381,3.5284,41.644,497.268,38.233,496.366
denied,198.894,1789657699.481,3.5641,40.174,497.390,36.744,496.424
