phase,t_s,error_m,est_n,est_e,truth_n,truth_e
baseline,0.000,29.7728,-488.789,-104.718,-480.638,-133.353
baseline,0.001,28.1863,-488.449,-106.271,-480.638,-133.353
baseline,0.001,26.5994,-488.104,-107.823,-480.638,-133.353
baseline,0.002,25.1348,-487.782,-109.255,-480.638,-133.353
baseline,0.002,23.5485,-487.427,-110.805,-480.638,-133.353
baseline,0.089,1.4116,-481.057,-135.679,-480.329,-134.470
baseline,0.189,1.2897,-480.624,-137.206,-479.852,-136.172
baseline,0.289,1.2867,-480.219,-138.615,-479.454,-137.581
baseline,0.389,1.2836,-479.811,-140.022,-479.051,-138.988
baseline,0.489,1.3579,-479.313,-141.720,-478.593,-140.569
baseline,0.590,1.3546,-478.878,-143.183,-478.164,-142.032
baseline,0.696,1.3923,-478.421,-144.704,-477.731,-143.494
baseline,0.796,1.3479,-477.995,-146.106,-477.294,-144.954
baseline,0.898,1.3452,-477.564,-147.507,-476.870,-146.355
baseline,0.999,1.3023,-477.130,-148.907,-476.424,-147.812
baseline,1.108,1.2241,-476.655,-150.421,-475.919,-149.443
baseline,1.195,1.2966,-476.250,-151.702,-475.555,-150.607
baseline,1.295,1.2187,-475.803,-153.098,-475.078,-152.118
baseline,1.395,1.2170,-475.352,-154.494,-474.633,-153.512
baseline,1.496,1.1179,-474.858,-156.007,-474.090,-155.195
baseline,1.596,1.1174,-474.397,-157.405,-473.636,-156.587
baseline,1.696,1.1483,-473.931,-158.803,-473.197,-157.920
baseline,1.797,1.2954,-473.361,-160.491,-472.715,-159.368
baseline,1.898,1.2188,-472.885,-161.887,-472.209,-160.872
baseline,1.995,1.2988,-472.363,-163.399,-471.738,-162.260
baseline,2.095,1.3419,-471.878,-164.791,-471.283,-163.588
baseline,2.196,1.3010,-471.389,-166.182,-470.784,-165.030
baseline,2.296,1.1842,-470.856,-167.687,-470.199,-166.701
baseline,2.395,1.1852,-470.359,-169.075,-469.711,-168.083
baseline,2.495,1.1500,-469.859,-170.460,-469.198,-169.519
baseline,2.599,1.1508,-469.356,-171.843,-468.702,-170.897
baseline,2.703,1.2270,-468.766,-173.454,-468.160,-172.387
baseline,2.805,1.3108,-468.213,-174.948,-467.655,-173.761
baseline,2.906,1.3114,-467.698,-176.324,-467.146,-175.134
baseline,3.003,1.2279,-467.179,-177.696,-466.591,-176.618
baseline,3.106,1.2665,-466.612,-179.180,-466.053,-178.044
baseline,3.206,1.2230,-466.085,-180.548,-465.510,-179.468
baseline,3.304,1.3034,-465.509,-182.027,-464.984,-180.834
baseline,3.402,1.2579,-464.972,-183.391,-464.433,-182.254
baseline,3.503,1.1738,-464.386,-184.866,-463.810,-183.844
baseline,3.603,1.1325,-463.841,-186.226,-463.249,-185.261
baseline,3.703,1.1657,-463.246,-187.697,-462.684,-186.676
baseline,3.802,1.1242,-462.693,-189.054,-462.115,-188.090
baseline,3.903,1.1972,-462.090,-190.521,-461.564,-189.445
baseline,4.003,1.1534,-461.528,-191.874,-460.986,-190.856
baseline,4.103,1.2303,-460.915,-193.337,-460.427,-192.208
baseline,4.203,1.1837,-460.346,-194.685,-459.841,-193.614
baseline,4.304,1.2626,-459.724,-196.143,-459.274,-194.963
baseline,4.402,1.1323,-459.194,-197.374,-458.680,-196.365
baseline,4.503,1.2086,-458.564,-198.828,-458.105,-197.710
baseline,4.602,1.0476,-457.954,-200.225,-457.406,-199.332
baseline,4.702,1.0437,-457.365,-201.564,-456.823,-200.672
baseline,4.803,1.1549,-456.698,-203.070,-456.236,-202.011
baseline,4.902,1.1937,-456.049,-204.518,-455.620,-203.404
baseline,5.004,1.1903,-455.447,-205.852,-455.026,-204.739
baseline,5.103,1.2302,-454.789,-207.295,-454.402,-206.128
baseline,5.203,1.2265,-454.179,-208.626,-453.799,-207.459
baseline,5.303,1.0941,-453.513,-210.065,-453.066,-209.066
baseline,5.403,1.1310,-452.894,-211.391,-452.480,-210.338
baseline,5.508,1.0855,-452.218,-212.827,-451.788,-211.830
baseline,5.615,1.1669,-451.590,-214.150,-451.221,-213.043
baseline,5.715,1.0788,-450.907,-215.583,-450.495,-214.586
baseline,5.814,1.1186,-450.272,-216.904,-449.894,-215.851
baseline,5.913,1.1598,-449.581,-218.332,-449.237,-217.225
baseline,6.012,1.1579,-448.939,-219.650,-448.603,-218.542
baseline,6.112,1.1560,-448.295,-220.965,-447.965,-219.857
baseline,6.213,1.0261,-447.592,-222.388,-447.188,-221.444
baseline,6.313,0.9844,-446.938,-223.699,-446.515,-222.810
baseline,6.414,1.0194,-446.281,-225.007,-445.892,-224.065
baseline,6.518,1.0992,-445.566,-226.422,-445.238,-225.373
baseline,6.627,1.0526,-444.901,-227.727,-444.552,-226.734
baseline,6.764,0.8972,-444.233,-229.029,-443.780,-228.255
baseline,6.864,0.8619,-443.562,-230.330,-443.086,-229.611
baseline,6.964,1.0843,-442.718,-231.953,-442.417,-230.911
baseline,7.064,1.0799,-442.038,-233.248,-441.743,-232.209
baseline,7.164,1.1484,-441.308,-234.628,-441.066,-233.505
baseline,7.264,1.1336,-440.627,-235.906,-440.385,-234.799
baseline,7.367,0.9892,-439.883,-237.294,-439.557,-236.360
baseline,7.464,0.9803,-439.191,-238.574,-438.868,-237.649
baseline,7.564,1.0583,-438.436,-239.961,-438.175,-238.936
baseline,7.671,1.0087,-437.734,-241.241,-437.450,-240.274
baseline,7.771,1.0475,-436.969,-242.627,-436.721,-241.610
baseline,7.872,1.0887,-436.258,-243.904,-436.046,-242.837
baseline,7.971,1.0383,-435.542,-245.180,-435.309,-244.168
baseline,8.071,0.7703,-434.882,-246.347,-434.449,-245.710
baseline,8.171,0.7925,-434.097,-247.725,-433.704,-247.037
baseline,8.271,0.7562,-433.368,-248.994,-432.954,-248.362
baseline,8.373,0.9287,-432.452,-250.578,-432.200,-249.684
baseline,8.471,0.8821,-431.715,-251.844,-431.443,-251.005
baseline,8.572,0.9467,-430.922,-253.193,-430.712,-252.270
baseline,8.671,0.8907,-430.183,-254.445,-429.947,-253.586
baseline,8.771,0.9700,-429.376,-255.803,-429.208,-254.848
baseline,8.871,0.9625,-428.627,-257.056,-428.466,-256.107
baseline,8.971,0.7852,-427.873,-258.308,-427.596,-257.573
baseline,9.079,0.8176,-427.053,-259.662,-426.815,-258.880
baseline,9.178,0.7718,-426.293,-260.910,-426.030,-260.184
baseline,9.277,0.7668,-425.528,-262.157,-425.273,-261.434
baseline,9.377,0.7628,-424.760,-263.403,-424.512,-262.682
baseline,9.477,0.7218,-423.989,-264.647,-423.716,-263.979
baseline,9.579,0.7977,-423.148,-265.995,-422.947,-265.223
baseline,9.677,0.7556,-422.368,-267.237,-422.143,-266.516
baseline,9.777,0.7153,-421.485,-268.633,-421.237,-267.962
baseline,9.880,0.7943,-420.630,-269.974,-420.457,-269.198
baseline,9.977,0.7504,-419.836,-271.209,-419.640,-270.484
baseline,10.077,0.7481,-419.040,-272.441,-418.852,-271.717
baseline,10.184,0.6681,-418.240,-273.671,-417.995,-273.049
baseline,10.284,0.8327,-417.368,-275.001,-417.265,-274.175
baseline,10.393,0.6622,-416.558,-276.227,-416.333,-275.605
baseline,10.493,0.7844,-415.677,-277.554,-415.563,-276.778
baseline,10.593,0.7390,-414.860,-278.776,-414.722,-278.050
baseline,10.694,0.7380,-414.040,-279.996,-413.911,-279.270
baseline,10.805,0.6931,-413.148,-281.315,-412.994,-280.639
baseline,10.905,0.6912,-412.320,-282.529,-412.175,-281.853
baseline,11.010,0.6883,-411.421,-283.841,-411.284,-283.166
baseline,11.117,0.6438,-410.553,-285.099,-410.389,-284.476
baseline,11.218,0.6824,-409.645,-286.404,-409.524,-285.733
baseline,11.317,0.6805,-408.803,-287.608,-408.690,-286.937
baseline,11.426,0.8208,-407.887,-288.909,-407.888,-288.088
baseline,11.526,0.5944,-407.038,-290.107,-406.872,-289.536
baseline,11.627,0.5244,-406.257,-291.203,-406.027,-290.732
baseline,11.727,0.5911,-405.329,-292.496,-405.179,-291.925
baseline,11.826,0.5903,-404.468,-293.689,-404.327,-293.115
baseline,11.927,0.4499,-403.601,-294.879,-403.293,-294.550
baseline,12.026,0.5155,-402.656,-296.166,-402.470,-295.685
baseline,12.127,0.4832,-401.779,-297.353,-401.571,-296.916
baseline,12.227,0.5531,-400.827,-298.635,-400.705,-298.096
baseline,12.329,0.5557,-399.944,-299.817,-399.836,-299.272
baseline,12.427,0.4292,-399.057,-300.997,-398.817,-300.641
baseline,12.532,0.4004,-398.242,-302.075,-397.940,-301.812
baseline,12.631,0.6101,-397.164,-303.491,-397.134,-302.882
baseline,12.747,0.4516,-396.268,-304.661,-396.103,-304.241
baseline,12.847,0.4681,-395.314,-305.899,-395.180,-305.451
baseline,12.946,0.4523,-394.429,-307.040,-394.289,-306.610
baseline,13.050,0.5188,-393.459,-308.280,-393.396,-307.765
baseline,13.147,0.4702,-392.554,-309.428,-392.462,-308.967
baseline,13.247,0.4261,-391.642,-310.574,-391.524,-310.165
baseline,13.357,0.4197,-390.610,-311.862,-390.508,-311.455
baseline,13.465,0.5998,-389.612,-313.101,-389.676,-312.505
baseline,13.565,0.3747,-388.686,-314.243,-388.577,-313.885
baseline,13.665,0.5016,-387.757,-315.383,-387.777,-314.882
baseline,13.765,0.3347,-386.826,-316.521,-386.707,-316.208
baseline,13.865,0.3688,-385.814,-317.753,-385.749,-317.390
baseline,13.977,0.4602,-384.760,-319.028,-384.786,-318.569
baseline,14.077,0.4145,-383.820,-320.160,-383.820,-319.746
baseline,14.177,0.3701,-382.877,-321.289,-382.850,-320.920
baseline,14.277,0.3704,-381.930,-322.416,-381.915,-322.046
baseline,14.377,0.4691,-380.862,-323.679,-380.937,-323.216
baseline,14.497,0.3689,-379.830,-324.892,-379.837,-324.523
baseline,14.587,0.2822,-378.953,-325.916,-378.891,-325.641
baseline,14.685,0.4205,-377.873,-327.172,-377.941,-326.757
baseline,14.792,0.6459,-376.830,-328.377,-377.068,-327.777
baseline,14.890,0.3729,-375.864,-329.488,-375.912,-329.118
baseline,14.990,0.2413,-375.057,-330.412,-374.992,-330.179
baseline,15.099,0.4308,-373.802,-331.839,-373.908,-331.422
baseline,15.199,0.4342,-372.826,-332.941,-372.941,-332.523
baseline,15.306,0.4391,-371.845,-334.041,-371.971,-333.621
baseline,15.406,0.4431,-370.862,-335.137,-370.998,-334.716
baseline,15.506,0.3383,-369.792,-336.321,-369.859,-335.990
baseline,15.611,0.3960,-368.801,-337.411,-368.919,-337.033
baseline,15.725,0.3460,-367.724,-338.589,-367.813,-338.254
baseline,15.828,0.2972,-366.725,-339.673,-366.784,-339.382
baseline,15.928,0.3023,-365.723,-340.755,-365.794,-340.461
baseline,16.038,0.4795,-364.634,-341.924,-364.842,-341.493
baseline,16.147,0.3159,-363.625,-343.001,-363.720,-342.700
baseline,16.247,0.2679,-362.614,-344.075,-362.678,-343.815
baseline,16.348,0.2744,-361.599,-345.147,-361.674,-344.883
baseline,16.448,0.3375,-360.496,-346.304,-360.624,-345.991
baseline,16.563,0.2344,-359.473,-347.369,-359.528,-347.141
baseline,16.663,0.2411,-358.448,-348.432,-358.513,-348.199
baseline,16.762,0.1946,-357.419,-349.490,-357.452,-349.299
baseline,16.873,0.1505,-356.300,-350.632,-356.302,-350.482
baseline,16.973,0.2036,-355.263,-351.682,-355.320,-351.487
baseline,17.073,0.3233,-354.136,-352.816,-354.291,-352.532
baseline,17.173,0.2711,-353.092,-353.859,-353.216,-353.618
baseline,17.274,0.3976,-351.957,-354.985,-352.181,-354.657
baseline,17.377,0.0729,-350.994,-355.934,-350.926,-355.907
baseline,17.482,0.4122,-349.722,-357.182,-349.971,-356.853
baseline,17.582,0.2389,-348.755,-358.125,-348.883,-357.924
baseline,17.685,0.1311,-347.607,-359.239,-347.662,-359.120
baseline,17.786,0.1977,-346.457,-360.347,-346.567,-360.183
baseline,17.888,0.2061,-345.393,-361.367,-345.514,-361.200
baseline,17.990,0.2154,-344.325,-362.383,-344.459,-362.214
baseline,18.088,0.3477,-343.165,-363.480,-343.400,-363.224
baseline,18.187,0.3564,-342.092,-364.488,-342.338,-364.231
baseline,18.285,0.3050,-341.015,-365.493,-341.230,-365.277
baseline,18.393,0.1933,-339.801,-366.619,-339.940,-366.485
baseline,18.498,0.3252,-338.628,-367.699,-338.870,-367.482
baseline,18.598,0.2749,-337.541,-368.692,-337.752,-368.516
baseline,18.698,0.4076,-336.361,-369.765,-336.676,-369.506
baseline,18.807,0.2359,-335.269,-370.751,-335.462,-370.616
baseline,18.905,0.3681,-334.083,-371.816,-334.380,-371.599
baseline,19.005,0.4380,-332.986,-372.796,-333.341,-372.539
baseline,19.116,0.3279,-331.794,-373.854,-332.072,-373.679
baseline,19.220,0.4582,-330.692,-374.828,-331.072,-374.572
baseline,19.321,0.5895,-329.494,-375.880,-329.978,-375.543
baseline,19.420,0.2991,-328.386,-376.848,-328.653,-376.713
baseline,19.525,0.2506,-327.275,-377.814,-327.507,-377.718
baseline,19.628,0.3207,-326.068,-378.858,-326.357,-378.720
baseline,19.726,0.3315,-324.950,-379.818,-325.251,-379.679
baseline,19.828,0.4625,-323.735,-380.854,-324.142,-380.635
baseline,19.926,0.4738,-322.610,-381.807,-323.029,-381.588
baseline,20.026,0.2540,-321.481,-382.757,-321.728,-382.696
baseline,20.130,0.3798,-320.256,-383.781,-320.609,-383.642
baseline,20.234,0.2770,-319.217,-384.645,-319.488,-384.586
baseline,20.326,0.3444,-317.986,-385.663,-318.316,-385.565
baseline,20.427,0.3560,-316.847,-386.600,-317.189,-386.502
baseline,20.525,0.4252,-315.609,-387.611,-316.012,-387.475
baseline,20.625,0.4362,-314.465,-388.540,-314.879,-388.405
baseline,20.726,0.3376,-313.222,-389.542,-313.555,-389.486
baseline,20.829,0.2098,-312.169,-390.385,-312.370,-390.447
baseline,20.933,0.2212,-310.923,-391.378,-311.135,-391.442
baseline,21.037,0.3172,-309.580,-392.442,-309.897,-392.433
baseline,21.135,0.3256,-308.427,-393.351,-308.752,-393.345
baseline,21.240,0.4759,-307.189,-394.321,-307.653,-394.215
baseline,21.339,0.5274,-306.041,-395.215,-306.552,-395.082
baseline,21.439,0.5852,-304.790,-396.185,-305.352,-396.021
baseline,21.542,0.3275,-303.631,-397.079,-303.957,-397.105
baseline,21.646,0.4864,-302.369,-398.047,-302.848,-397.962
baseline,21.748,0.4416,-301.201,-398.937,-301.640,-398.890
baseline,21.865,0.5592,-299.933,-399.899,-300.478,-399.777
baseline,21.965,0.3625,-298.758,-400.783,-299.120,-400.808
baseline,22.065,0.3282,-297.581,-401.664,-297.904,-401.724
baseline,22.165,0.2989,-296.401,-402.542,-296.685,-402.636
baseline,22.265,0.3927,-295.120,-403.490,-295.512,-403.508
baseline,22.365,0.4524,-293.934,-404.361,-294.386,-404.340
baseline,22.466,0.5702,-292.646,-405.300,-293.209,-405.205
baseline,22.565,0.3382,-291.455,-406.163,-291.783,-406.245
baseline,22.665,0.4398,-290.160,-407.094,-290.600,-407.102
baseline,22.765,0.5018,-288.963,-407.949,-289.464,-407.920
baseline,22.865,0.3337,-287.764,-408.799,-288.078,-408.910
baseline,22.965,0.3444,-286.562,-409.645,-286.888,-409.756
baseline,23.077,0.3552,-285.357,-410.486,-285.695,-410.597
baseline,23.187,0.3328,-284.051,-411.393,-284.349,-411.540
baseline,23.292,0.4163,-282.841,-412.227,-283.251,-412.305
baseline,23.392,0.6243,-281.428,-413.195,-282.049,-413.136
baseline,23.501,0.6900,-280.112,-414.090,-280.795,-413.998
baseline,23.617,0.4526,-278.892,-414.912,-279.337,-414.993
baseline,23.716,0.5591,-277.568,-415.797,-278.127,-415.812
baseline,23.832,0.6221,-276.344,-416.611,-276.965,-416.594
baseline,23.928,0.4121,-275.115,-417.421,-275.497,-417.576
baseline,24.022,0.4618,-273.885,-418.227,-274.330,-418.351
baseline,24.143,0.5177,-272.549,-419.096,-273.058,-419.190
baseline,24.243,0.4891,-271.312,-419.896,-271.784,-420.025
baseline,24.343,0.5452,-270.073,-420.692,-270.610,-420.790
baseline,24.449,0.4158,-268.832,-421.485,-269.178,-421.716
baseline,24.549,0.5305,-267.486,-422.339,-267.999,-422.474
baseline,24.660,0.5044,-266.240,-423.125,-266.716,-423.293
baseline,24.766,0.6973,-264.837,-424.004,-265.533,-424.043
baseline,24.872,0.4956,-263.588,-424.781,-264.040,-424.984
baseline,24.966,0.5860,-262.233,-425.620,-262.802,-425.758
baseline,25.066,0.5576,-260.980,-426.390,-261.511,-426.561
baseline,25.166,0.5705,-259.726,-427.156,-260.270,-427.327
baseline,25.275,0.5853,-258.312,-428.012,-258.872,-428.185
baseline,25.375,0.6876,-256.948,-428.831,-257.627,-428.943
baseline,25.477,0.7013,-255.688,-429.583,-256.380,-429.697
baseline,25.575,0.8624,-254.321,-430.393,-255.183,-430.417
baseline,25.682,0.6407,-253.058,-431.137,-253.672,-431.319
baseline,25.776,0.7430,-251.687,-431.938,-252.419,-432.062
baseline,25.876,0.6265,-250.525,-432.612,-251.112,-432.832
baseline,25.975,0.6387,-249.256,-433.344,-249.854,-433.567
baseline,26.076,0.6908,-247.985,-434.073,-248.647,-434.269
baseline,26.190,0.6630,-246.605,-434.859,-247.227,-435.089
baseline,26.296,0.7155,-245.118,-435.703,-245.805,-435.905
baseline,26.398,0.6853,-243.840,-436.423,-244.484,-436.656
baseline,26.496,0.6972,-242.558,-437.140,-243.215,-437.374
baseline,26.596,0.8417,-241.167,-437.912,-241.995,-438.058
baseline,26.696,0.9532,-239.772,-438.679,-240.721,-438.769
baseline,26.796,0.8682,-238.483,-439.383,-239.338,-439.535
baseline,26.896,0.8339,-237.193,-440.082,-238.006,-440.267
baseline,26.996,0.7208,-235.793,-440.834,-236.458,-441.112
baseline,27.096,0.7718,-234.499,-441.523,-235.228,-441.778
baseline,27.201,0.9164,-233.096,-442.265,-233.996,-442.440
baseline,27.302,0.9752,-231.691,-443.004,-232.655,-443.156
baseline,27.401,0.8896,-230.502,-443.625,-231.365,-443.840
baseline,27.501,0.7024,-229.202,-444.300,-229.804,-444.661
baseline,27.609,0.7461,-227.792,-445.027,-228.457,-445.365
baseline,27.708,0.7552,-226.488,-445.695,-227.161,-446.037
baseline,27.825,0.6997,-225.182,-446.359,-225.755,-446.760
baseline,27.925,0.8944,-223.711,-447.102,-224.564,-447.368
baseline,28.024,0.9511,-222.290,-447.813,-223.209,-448.056
baseline,28.124,0.7969,-221.193,-448.357,-221.907,-448.711
baseline,28.224,0.9334,-219.657,-449.112,-220.548,-449.390
baseline,28.324,0.8276,-218.226,-449.810,-218.970,-450.172
baseline,28.424,0.8418,-216.904,-450.451,-217.663,-450.815
baseline,28.524,0.8950,-215.471,-451.140,-216.299,-451.481
baseline,28.630,0.9941,-214.146,-451.774,-215.097,-452.063
baseline,28.731,0.8831,-212.708,-452.457,-213.511,-452.825
baseline,28.830,0.8951,-211.380,-453.083,-212.196,-453.452
baseline,28.930,1.0357,-209.939,-453.758,-210.933,-454.049
baseline,29.038,1.0477,-208.608,-454.376,-209.614,-454.669
baseline,29.150,1.0162,-207.162,-455.042,-208.127,-455.361
baseline,29.250,1.0282,-205.826,-455.652,-206.803,-455.973
baseline,29.350,0.9960,-204.488,-456.258,-205.422,-456.605
baseline,29.450,0.9255,-203.037,-456.909,-203.872,-457.309
baseline,29.550,0.9758,-201.697,-457.505,-202.597,-457.883
baseline,29.650,1.0297,-200.243,-458.147,-201.209,-458.502
baseline,29.750,1.0842,-198.899,-458.735,-199.931,-459.068
baseline,29.850,0.9652,-197.442,-459.368,-198.317,-459.777
baseline,29.950,0.9737,-196.096,-459.949,-196.979,-460.358
baseline,30.053,1.0670,-194.636,-460.574,-195.640,-460.936
denied,0.001,27.6337,-193.289,-461.147,-167.819,-471.867
denied,0.002,26.1730,-191.942,-461.713,-167.819,-471.867
denied,0.003,24.5935,-190.485,-462.321,-167.819,-471.867
denied,0.004,22.9562,-188.971,-462.946,-167.819,-471.867
denied,0.005,21.5024,-187.625,-463.496,-167.819,-471.867
denied,0.038,1.0213,-166.656,-471.446,-167.533,-471.970
denied,0.138,1.0561,-165.179,-471.965,-166.101,-472.479
denied,0.238,1.0130,-163.813,-472.439,-164.667,-472.985
denied,0.338,1.0468,-162.332,-472.949,-163.230,-473.486
denied,0.438,0.9076,-160.963,-473.416,-161.620,-474.042
denied,0.539,0.9340,-159.480,-473.917,-160.180,-474.535
denied,0.638,0.9312,-158.109,-474.375,-158.796,-475.003
denied,0.738,0.9908,-156.624,-474.866,-157.411,-475.468
denied,0.838,0.9542,-155.251,-475.316,-155.966,-475.948
denied,0.939,1.0154,-153.763,-475.798,-154.578,-476.405
denied,1.038,0.8754,-152.388,-476.240,-152.898,-476.951
denied,1.142,0.8599,-151.012,-476.677,-151.448,-477.418
denied,1.238,0.9155,-149.636,-477.110,-150.230,-477.806
denied,1.338,0.9377,-148.144,-477.574,-148.778,-478.265
denied,1.440,0.8578,-146.766,-477.998,-147.093,-478.792
denied,1.538,0.8684,-145.273,-478.453,-145.639,-479.241
denied,1.638,0.8669,-143.894,-478.869,-144.183,-479.686
denied,1.738,0.8762,-142.399,-479.314,-142.727,-480.126
denied,1.846,0.8781,-141.134,-479.687,-141.387,-480.528
denied,1.951,0.8961,-139.639,-480.123,-139.754,-481.012
denied,2.050,0.9060,-138.258,-480.521,-138.354,-481.422
denied,2.150,0.9074,-136.762,-480.948,-136.894,-481.846
denied,2.250,0.9099,-135.380,-481.338,-135.551,-482.232
denied,2.350,0.9196,-133.999,-481.723,-134.147,-482.631
denied,2.451,0.9218,-132.502,-482.136,-132.743,-483.026
denied,2.550,0.9343,-131.119,-482.513,-131.279,-483.434
denied,2.650,0.9403,-129.619,-482.917,-129.813,-483.838
denied,2.756,1.0006,-128.233,-483.286,-128.170,-484.285
denied,2.856,1.0391,-126.847,-483.651,-126.701,-484.680
denied,2.956,1.0352,-125.344,-484.042,-125.231,-485.071
denied,3.064,1.0134,-123.956,-484.399,-123.936,-485.412
denied,3.165,1.0144,-122.450,-484.781,-122.463,-485.796
denied,3.265,1.1460,-121.057,-485.130,-120.753,-486.235
denied,3.364,1.1392,-119.549,-485.503,-119.278,-486.610
denied,3.464,1.0859,-118.041,-485.872,-117.919,-486.951
denied,3.564,1.1049,-116.648,-486.208,-116.501,-487.303
denied,3.667,1.1050,-115.141,-486.567,-115.023,-487.666
denied,3.764,1.2340,-113.749,-486.895,-113.365,-488.067
denied,3.866,1.2918,-112.354,-487.219,-111.884,-488.422
denied,3.964,1.2834,-110.840,-487.566,-110.401,-488.772
denied,4.064,1.3423,-109.441,-487.882,-108.918,-489.118
denied,4.165,1.2694,-107.927,-488.220,-107.552,-489.433
denied,4.264,1.2942,-106.530,-488.528,-106.126,-489.757
denied,4.364,1.2895,-105.013,-488.857,-104.640,-490.091
denied,4.464,1.3131,-103.612,-489.157,-103.213,-490.408
denied,4.564,1.3087,-102.093,-489.478,-101.725,-490.734
denied,4.665,1.4662,-100.688,-489.770,-100.058,-491.094
denied,4.764,1.4215,-99.166,-490.082,-98.629,-491.398
denied,4.864,1.4469,-97.762,-490.366,-97.199,-491.699
denied,4.964,1.4408,-96.242,-490.668,-95.710,-492.007
denied,5.064,1.5377,-94.839,-490.943,-94.161,-492.324
denied,5.164,1.6023,-93.434,-491.215,-92.670,-492.624
denied,5.264,1.6291,-92.028,-491.482,-91.239,-492.908
denied,5.364,1.6190,-90.505,-491.768,-89.748,-493.199
denied,5.465,1.7709,-88.984,-492.048,-88.018,-493.532
denied,5.565,1.7193,-87.462,-492.324,-86.586,-493.803
denied,5.672,1.7079,-86.057,-492.575,-85.214,-494.060
denied,5.773,1.6640,-84.537,-492.841,-83.780,-494.323
denied,5.877,1.8523,-83.133,-493.084,-82.108,-494.626
denied,5.977,1.8824,-81.728,-493.322,-80.673,-494.881
denied,6.078,1.8711,-80.201,-493.576,-79.178,-495.143
denied,6.177,1.8584,-78.790,-493.806,-77.802,-495.380
denied,6.277,1.8088,-77.260,-494.051,-76.366,-495.623
denied,6.377,2.0425,-75.849,-494.273,-74.630,-495.912
denied,6.483,2.0294,-74.439,-494.491,-73.253,-496.137
denied,6.584,1.9776,-72.912,-494.723,-71.815,-496.368
denied,6.684,2.0508,-71.505,-494.932,-70.317,-496.604
denied,6.783,2.1719,-69.979,-495.154,-68.639,-496.864
denied,6.883,2.1607,-68.571,-495.355,-67.259,-497.073
denied,6.984,2.1099,-67.044,-495.569,-65.820,-497.287
denied,7.084,2.2316,-65.518,-495.777,-64.139,-497.532
denied,7.184,2.3068,-64.104,-495.966,-62.638,-497.746
denied,7.285,2.3827,-62.690,-496.150,-61.136,-497.956
denied,7.384,2.2829,-61.157,-496.345,-59.754,-498.145
denied,7.485,2.3139,-59.743,-496.521,-58.311,-498.339
denied,7.584,2.4371,-58.211,-496.706,-56.628,-498.559
denied,7.684,2.4696,-56.797,-496.873,-55.185,-498.744
denied,7.783,2.4157,-55.264,-497.050,-53.741,-498.925
denied,7.884,2.4918,-53.849,-497.208,-52.237,-499.108
denied,7.983,2.5243,-52.434,-497.362,-50.794,-499.281
denied,8.083,2.4733,-50.903,-497.525,-49.350,-499.449
denied,8.184,2.7285,-49.485,-497.671,-47.604,-499.647
denied,8.284,2.6710,-47.949,-497.824,-46.160,-499.807
denied,8.383,2.7045,-46.534,-497.961,-44.715,-499.962
denied,8.488,2.6098,-45.004,-498.105,-43.331,-500.107
denied,8.588,2.8241,-43.592,-498.234,-41.645,-500.279
denied,8.688,2.8159,-42.060,-498.368,-40.139,-500.427
denied,8.789,2.8506,-40.645,-498.488,-38.694,-500.566
denied,8.889,2.7542,-39.111,-498.614,-37.308,-500.695
denied,8.988,2.8314,-37.694,-498.725,-35.802,-500.831
denied,9.088,3.0007,-36.154,-498.840,-34.055,-500.984
denied,9.188,3.0809,-34.737,-498.943,-32.548,-501.111
